VitaSPEC;Type_Essai;Origine-Pays;Origine-PRO;Croisement;Genotype ID VitaPALM;Orgen;Station;trait;Annee Plantation;plot ;Parcelle;Ligne;Arbre;Matricule-PE;obs 19/02/25;ech;Matricule-DIADE;MF (mg);MS (mg) Silicagel;TE1 (%MF);Nb fruit;Nb copeaux;date de collecte;date de spectre (meso et exo);Note;Serie 1 Meso Amel ;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;11;10;PO-407-11-10-2020;PM;M297;P407-L11-A10;1052;834,4;21;1;1;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;10;5;PO-407-10-5-2020;M;M298;P407-L10-A5;930;741,2;20;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;8;6;PO-407-8-6-2020;PM;M299;P407-L8-A6;1013;604,3;40;1;3;27/02/2025;27/02/2025;arbre de petite taille ;;;
Diversite;PRO;CI;La Mé;LM 2 T AF;;PO  16502;PO;-;2017;;333;;;PO-333-14-23-2017;;M3;333-L14-A23;703;492,7;30;1;3;25/03/2024;25/03/2024;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7225;PO;-;2003;;454;;;PO-454-1-11-2003;;M30;454-L1-A11;821;640,2;22;2;12;26/03/2024;26/03/2024;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;11;9;PO-407-11-9-2020;M;M300;P407-L11-A9;851;616,6;28;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;10;6;PO-407-10-6-2020;M;M301;P407-L10-A6;868;480,8;45;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;8;5;PO-407-8-5-2020;M;M302;P407-L8-A5;880;533,3;39;1;1;27/02/2025;27/02/2025;arbre de petite taille ;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;9;11;PO-407-9-11-2020;M;M303;P407-L9-A11;959;512,5;47;1;1;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;12;9;PO-407-12-9-2020;M;M304;P407-L12-A9;1191;906,9;24;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;10;11;PO-407-10-11-2020;M;M305;P407-L10-A11;805;595,4;26;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;8;11;PO-407-8-11-2020;M;M306;P407-L8-A11;1175;717,9;39;1;1;27/02/2025;27/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7225;PO;-;2003;;454;;;PO-454-1-4-2003;;M31;454-L1-A4;904;721,6;20;1;6;26/03/2024;26/03/2024;;M31;Pobè;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7033;PO;-;2003;;454;;;PO-454-6-5-2003;;M32;454-L6-A5;726;578,7;20;1;4;26/03/2024;26/03/2024;;M32;Pobè;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7235;PO;-;2003;;454;;;PO-454-3-13-2003;;M33;454-L3-A13;994;755,2;24;1;3;26/03/2024;26/03/2024;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7007;PO;-;2003;;454;;;PO-454-2-14-2003;;M34;454-L2-A14;725;570,4;21;1;6;26/03/2024;26/03/2024;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7007;PO;-;2003;;454;;;PO-454-2-13-2003;;M35;454-L2-A13;988;788,0;20;1;4;26/03/2024;26/03/2024;;M35;Pobè;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7208;PO;-;2003;;454;;;PO-454-4-8-2003;;M36;454-L4-A8;902;679,3;25;2;12;26/03/2024;26/03/2024;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7237;PO;-;2003;;454;;;PO-454-1-15-2003;;M37;454-L1-A15;929;733,8;21;1;6;26/03/2024;26/03/2024;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7237;PO;-;2003;;454;;;PO-454-1-16-2003;;M38;454-L1-A16;800;689,4;14;1;4;26/03/2024;26/03/2024;;M38;Pobè;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7235;PO;-;2003;;454;;;PO-454-3-15-2003;;M39;454-L3-A15;814;623,1;23;1;5;26/03/2024;26/03/2024;;;;
Diversite;PRO;CI;La Mé;LM 2 T AF;;PO  16502;PO;-;2017;;333;;;PO-333-14-18-2017;;M4;333-L14-A18;715;560,5;22;1;8;25/03/2024;25/03/2024;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7041;PO;-;2003;;454;;;PO-454-5-7-2003;;M40;454-L5-A7;1096;889,2;19;1;3;26/03/2024;26/03/2024;;M40;Pobè;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7279;PO;-;2004;;454;;;PO-454-14-7-2004;;M41;454-L14-A7;919;643,4;30;1;2;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7279;PO;-;2004;;454;;;PO-454-15-7-2004;;M42;454-L15-A7;1271;968,4;24;1;2;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7286;PO;-;2004;;454;;;PO-454-11-14-2004;;M43;454-L11-A14;828;661,4;20;1;2;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7279;PO;-;2004;;454;;;PO-454-15-9-2004;;M44;454-L15-A9;967;605,7;37;1;4;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Dabou;(DA 17 D AF);;PO  16625;PO;-;2017;;553;;;PO-553-36-15-2017;;M45;553-L36-A15;820;663,1;19;1;2;26/03/2024;26/03/2024;;M45;Deli Dabou;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7283;PO;-;2004;;454;;;PO-454-13-10-2004;;M46;454-L13-A10;752;560,1;26;1;2;26/03/2024;26/03/2024;;M46;Deli Nifor;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7283;PO;-;2004;;454;;;PO-454-13-12-2004;;M47;454-L13-A12;1093;344,5;68;1;5;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7284;PO;-;2004;;454;;;PO-454-8-14-2004;;M48;454-L8-A14;835;675,7;19;1;2;26/03/2024;26/03/2024;;M48;Deli Nifor;
Diversite;PRO;Deli;Deli Dabou;(DA 17 D x DA 28 D) AF;;PO  16978;PO;-;2017;;553;;;PO-553-39-8-2017;;M49;553-L39-A8;1200;982,3;18;1;2;26/03/2024;26/03/2024;;M49;Deli Dabou;
Diversite;PRO;CI;La Mé;LM 2 T AF;;PO  16333;PO;-;2017;;333;;;PO-333-14-5-2017;;M5;333-L14-A5;797;571,6;28;1;6;25/03/2024;25/03/2024;;;;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7283;PO;-;2004;;454;;;PO-454-13-13-2004;;M50;454-L13-A13;920;550,1;40;1;6;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7279;PO;-;2004;;454;;;PO-454-14-11-2004;;M51;454-L14-A11;931;653,3;30;1;3;26/03/2024;26/03/2024;;M51;Deli Nifor;
Diversite;PRO;Deli;Deli Nifor;(Deli Nifor);;PO   7283;PO;-;2004;;454;;;PO-454-13-17-2004;;M52;454-L13-A17;1017;790,5;22;1;3;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Dabou;(DA 17 D x DA 28 D) AF;;PO  16366;PO;-;2017;;553;;;PO-553-38-14-2017;;M53;553-L38-A14;1101;901,1;18;1;3;26/03/2024;26/03/2024;;;;
Diversite;Hybrid;DelixDeli;Deli Dabou x Socfin;(DA 10 D x DA 115 D) x (DA 128 D x LM 269 D);;PO  16985;PO;-;2017;;553;;;PO-553-35-5-2017;;M54;553-L35-A5;1169;943,4;19;1;1;26/03/2024;26/03/2024;;;;
Diversite;Hybrid;DelixDeli;Deli Dabou x Socfin;(DA 10 D x DA 115 D) x (DA 128 D x LM 269 D);;PO  16985;PO;-;2017;;553;;;PO-553-35-22-2017;;M55;553-L35-A22;917;630,0;31;1;2;26/03/2024;26/03/2024;;;;
Diversite;Hybrid;DelixDeli;Deli Dabou x Socfin;(DA 10 D x DA 115 D) x (DA 128 D x LM 269 D);;PO  16985;PO;-;2017;;553;;;PO-553-35-20-2017;;M56;553-L35-A20;1261;943,6;25;1;1;26/03/2024;26/03/2024;;;;
Diversite;Hybrid;DelixDeli;Deli Dabou x Socfin;(DA 10 D x DA 115 D) x (DA 128 D x LM 269 D);;PO  16985;PO;-;2017;;553;;;PO-553-35-14-2017;;M57;553-L35-A14;1148;679,0;41;1;1;26/03/2024;26/03/2024;;;;
Diversite;Hybrid;DelixDeli;Deli Dabou x Socfin;(DA 10 D x DA 115 D) x (DA 128 D x LM 269 D);;PO  16985;PO;-;2017;;553;;;PO-553-36-3-2017;;M58;553-L36-A3;945;623,5;34;1;3;26/03/2024;26/03/2024;;;;
Diversite;PRO;Deli;Deli Dabou;(DA 17 D x DA 28 D) AF;;PO  17069;PO;-;2017;;553;;;PO-553-38-4-2017;;M59;553-L38-A4;1042;831,7;20;1;1;26/03/2024;26/03/2024;;;;
Diversite;Hybrid;CIxCongo (RDC);La Mé x Eala;((LM 5 T x LM 10 T) x (RS 3 T AF)) AF;;PO  16320;PO;-;2017;;333;;;PO-333-20-13-2017;;M6;333-L20-A13;930;723,0;22;1;2;25/03/2024;25/03/2024;;M6;La Mé x Eala;
Diversite;PRO;Deli;Deli Dabou;(DA 17 D AF);;PO  16625;PO;-;2017;;553;;;PO-553-36-17-2017;;M60;553-L36-A17;1116;821,1;26;1;2;26/03/2024;26/03/2024;;;;
Diversite;PRO;CI;La Mé;LM 2 T AF;;PO  16502;PO;-;2017;;333;;;PO-333-14-16-2017;;M61;333-L14-A16;962;695,6;28;1;3;26/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxCongo (RDC);La Mé x Eala;((LM 5 T x LM 10 T) x (RS 3 T AF)) AF;;PO  16320;PO;-;2017;;333;;;PO-333-20-7-2017;;M62;333-L20-A7;921;739;20;1;2;26/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxCongo (RDC);La Mé x Eala;((LM 5 T x LM 10 T) x (RS 3 T AF)) AF;;PO  16320;PO;-;2017;;333;;;PO-333-20-8-2017;;M63;333-L20-A8;887;716,1;19;1;3;26/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxNigeria;La Mé x (Nigeria Nifor);(((NI 6 x NI 5) x NIFOR) x LM 2 T AF) AF;;PO  16408;PO;-;2017;;333;;;PO-333-18-25-2017;;M64;333-L18-A25;948;721,6;24;1;3;26/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxCameroun;La Mé x Ekona;LM 2 T AF x 2/2311T AF;;PO  15905;PO;-;2016;;333;;;PO-333-8-9-2016;;M65;333-L8-A9;861;675,4;22;1;3;26/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxNigeria;La Mé x (Nigeria Nifor);(((NI 6 x NI 5) x NIFOR) x LM 2 T AF) AF;;PO  16408;PO;-;2016;;333;;;PO-333-18-21-2016;;M66;333-L18-A21;1044;595,6;43;1;3;26/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxCameroun;La Mé x Ekona;LM 2 T AF x 2/2311T AF;;PO  15905;PO;-;2016;;333;;;PO-333-8-10-2016;;M67;333-L8-A10;1101;830,7;25;1;3;26/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxCameroun;La Mé x Ekona;LM 2 T AF x 2/2311T AF;;PO  15905;PO;-;2016;;333;;;PO-333-8-7-2016;;M68;333-L8-A7;829;634,4;23;1;3;26/03/2024;27/03/2024;;;;
Diversite;PRO;Angola;Angola Nifor;Angola Nifor;;PO  16108;PO;-;2017;;321;;;PO-321-1-11-2017;;M69;321-L1-A11;1160;928,4;20;1;2;26/03/2024;27/03/2024;;M69;Angola;
Diversite;PRO;CI;La Mé;LM 2 T x LM 451 T;;PO  16747;PO;-;2017;;333;;;PO-333-17-10-2017;;M7;333-L17-A10;740;467,9;37;1;7;25/03/2024;25/03/2024;;M7;La Mé;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9281;PO;-;2011;;113;;;PO-113-31-18-2011;;M70;113-L31-A18;938;505,2;46;1;3;27/03/2024;27/03/2024;;M70;Yoco;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9281;PO;-;2011;;113;;;PO-113-34-14-2011;;M71;113-L34-A14;888;658,8;26;1;5;27/03/2024;27/03/2024;;;;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9460;PO;-;2011;;113;;;PO-113-33-24-2011;;M72;113-L33-A24;827;515,2;38;1;7;27/03/2024;27/03/2024;;M72;Yoco;
Diversite;Hybrid;CIxCameroun;La Mé x Ekona;(LM 5 T AF x Ekona Lonsum BL 701);;PO   9115;PO;-;2010;;113;;;PO-113-28-19-2010;;M73;113-L28-A19;898;623,4;31;1;4;27/03/2024;27/03/2024;;M73;La Mé x Ekona;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9241;PO;-;2011;;113;;;PO-113-32-21-2011;;M74;113-L32-A21;1132;843,3;26;1;2;27/03/2024;27/03/2024;;M74;Yoco;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9460;PO;-;2011;;113;;;PO-113-33-18-2011;;M75;113-L33-A18;888;686,8;23;1;3;27/03/2024;27/03/2024;;;;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO  10084;PO;-;2012;;113;;;PO-113-37-24-2012;;M76;113-L37-A24;1077;798,6;26;1;3;27/03/2024;27/03/2024;;;;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9255;PO;-;2011;;113;;;PO-113-36-6-2011;;M77;113-L36-A6;942;717,9;24;1;3;27/03/2024;27/03/2024;;;;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO  10030;PO;-;2012;;113;;;PO-113-37-5-2012;;M78;113-L37-A5;959;769,6;20;1;3;27/03/2024;27/03/2024;;;;
Diversite;PRO;Angola;cuenza ou N Jala;Angola;;AN     12;PO;-;1972;;113;;;PO-113-2-6-1972;;M79;113-L2-A6;1123;735,8;34;1;3;27/03/2024;27/03/2024;;M79;Angola;
Diversite;PRO;CI;La Mé;LM 2 T x LM 451 T;;PO  16777;PO;-;2017;;333;;;PO-333-15-25-2017;;M8;333-L15-A25;855;611,4;28;1;4;25/03/2024;25/03/2024;;M8;La Mé;
Diversite;PRO;Angola;cuenza ou N Jala;Angola;;AN     12;PO;-;1972;;113;;;PO-113-2-1-1972;;M80;113-L2-A1;886;594,5;33;1;2;27/03/2024;27/03/2024;;;;
Diversite;PRO;Congo (RDC);Yangambi;(LM 718 T AF);;PO   9619;PO;-;2010;;113;27;13;PO-113-27-13-2010;;M81;113-L27-A13;1042;828,8;20;1;2;27/03/2024;27/03/2024;;M81;yang;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO  10084;PO;-;2012;;113;;;PO-113-37-22-2012;;M82;113-L37-A22;783;510,7;35;1;4;27/03/2024;27/03/2024;;;;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9320;PO;-;2011;;113;;;PO-113-34-15-2011;;M83;113-L34-A15;801;585,6;27;2;8;27/03/2024;27/03/2024;;;;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9320;PO;-;2011;;113;;;PO-113-34-26-2011;;M84;113-L34-A26;852;577,7;32;1;5;27/03/2024;27/03/2024;;M84;Yoco;
Diversite;PRO;Angola;cuenza ou N Jala;Angola;;AN     12;PO;-;1972;;113;;;PO-113-2-1-1972;;M85;113-L2-A1;1014;711,2;30;1;3;27/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxCameroun;La Mé x Ekona;(LM 5 T AF x Ekona Lonsum BL 701);;PO   9115;PO;-;2010;;113;;;PO-113-29-6-2010;;M86;113-L29-A6;906;752,6;17;1;5;27/03/2024;27/03/2024;;;;
Diversite;PRO;CI;Yocoboué;Yocobouè;;PO   9241;PO;-;2011;;113;;;PO-113-32-14-2011;;M87;113-L32-A14;1141;721,6;37;1;3;27/03/2024;27/03/2024;;;;
Diversite;Hybrid;CI_Benin;Pobè x La Mé;((PO 452 T AF) x (LM 2 T AF)) x LM2 T AF;;LM 21777;PO;-;2001;;323;;;PO-323-20-19-2001;;M88;323-L20-A19;939;738,4;21;1;3;27/03/2024;27/03/2024;;M88;Pobè x La Mé;
Diversite;Hybrid;CI_Benin;Pobè x La Mé;((PO 452 T AF) x (LM 2 T AF)) x LM2 T AF;;LM 21777;PO;-;2001;;323;;;PO-323-20-22-2001;;M89;323-L20-A22;1023;801,3;22;1;3;27/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxNigeria;La Mé x (Nigeria Nifor);(((NI 6 x NI 5) x NIFOR) x LM 2 T AF) AF;;PO  16408;PO;-;2017;;333;;;PO-333-18-15-2017;;M9;333-L18-A15;856;580,1;32;1;2;25/03/2024;25/03/2024;;M10;La Mé x Nigeria;
Diversite;PRO;Bénin;Pobè;Pobè;;PO   7235;PO;-;2002;;51;;;PO-51-8-1-2002;;M90;51-L8-A1;767;582,5;24;1;3;27/03/2024;27/03/2024;;;;
Diversite;Hybrid;CI_Benin;Pobè x La Mé;((PO 452 T AF) x (LM 10 T AF)) x LM2 T AF;;LM 22012;PO;-;2001;;323;;;PO-323-19-18-2001;;M91;323-L19-A18;773;533,5;31;1;3;27/03/2024;27/03/2024;;M91;Pobè x La Mé;
Diversite;PRO;Bénin;Pobè;Pobè;;PO   7117;PO;-;2002;;51;;;PO-51-12-4-2002;;M92;51-L12-A4;903;625,1;31;1;3;27/03/2024;27/03/2024;;;;
Diversite;PRO;Bénin;Pobè;Pobè;;PO   7220;PO;-;2002;;51;;;PO-51-8-10-2002;;M93;51-L8-A10;1168;921,6;21;1;4;27/03/2024;27/03/2024;;;;
Diversite;PRO;Bénin;Pobè;Pobè;;PO   7235;PO;-;2002;;51;;;PO-51-8-2-2002;;M94;51-L8-A2;874;415,5;52;1;7;27/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxNigeria;La Mé x Nigeria;(La Mé x PO 4100 P 1) x PO 4100 P (backcross);;GI    298;PO;-;2016;;333;;;PO-333-13-4-2016;;M95;333-L13-A4;1314;1025,9;22;1;2;27/03/2024;27/03/2024;;;;
Diversite;Hybrid;CIxNigeria;La Mé x Nigeria;(La Mé x PO 4100 P 1) x PO 4100 P (backcross);;GI    297;PO;-;2016;;333;;;PO-333-10-11-2016;;M96;333-L10-A11;1379;1037,4;25;1;3;27/03/2024;27/03/2024;;M96;La Mé x Nigeria;orgen champion vitapalm
Diversite;Hybrid;CIxNigeria;La Mé x Nigeria;(La Mé x PO 4100 P 1) x PO 4100 P (backcross);;GI    299;PO;-;2016;;333;;;PO-333-11-19-2016;;M97;333-L11-A19;1246;978,2;21;1;3;27/03/2024;27/03/2024;;M97;La Mé x Nigeria;orgen champion vitapalm
Diversite;PRO;Bénin;Pobè;Pobè;;PO   7220;PO;-;2002;;51;;;PO-51-8-8-2002;;M98;51-L8-A8;1089;798,8;27;1;4;27/03/2024;27/03/2024;;;;
Diversite;Hybrid;Deli;Deli Socfin;BB 206 D AF;;SL 4343;PO;-;2008;;434;;;PO-434-1-18-2008;;M99;434-L1-A18;1401;994,7;29;1;2;27/03/2024;27/03/2024;;M99;Deli Socfin;
