"ech","eau","C14.0","C16.0","C18.0","C18.1n9","C18.1n7","C18.2","C18.3","C20.0","tlip.MS","trans.alpha.carotene","trans.beta.carotene","total.trans.carotene.natif","ratio.alpha.beta","ratio.alpha.natif","ratio.beta.natif","X13.cis.beta.carotene","X9.cis.beta.carotene","total.beta.carotene","total.carotene"
"M65",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M66",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M67",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M68",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M69",20,0.9,42.8,4.6,40.6,0.6,9.7,0.3,0.5,80.2744260470831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M7",37,0.2,29.4,7.4,55.2,1.2,5.9,0.4,0.5,76.9870548819023,943.822194545097,649.893202723175,1593.71539726827,1.45227275895532,0.592215019170215,0.407784980829785,100.155560580914,239.616783767801,989.66554707189,1933.48774161699
"M70",46,1.4,41.1,4.2,44,0,8.5,0.5,0.4,72.5954575176931,836.936814417801,1739.2105432823,2576.1473577001,0.481216502309322,0.324879247266737,0.675120752733263,108.078175648536,323.943578193934,2171.23229712477,3008.16911154257
"M71",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M72",38,0.8,45.2,5,39.9,1.3,6.9,0.4,0.5,76.7203225904579,390.06240110983,1528.92504274186,1918.98744385169,0.255121991075717,0.203264696889791,0.796735303110209,131.53098002178,234.49929184562,1894.95531460926,2285.01771571909
"M73",31,0.4,33.2,7.1,52.5,0,6.1,0.3,0.4,79.2829939649199,162.828310169239,256.856026626482,419.684336795721,0.633928322834419,0.387978048960389,0.612021951039611,31.6764868485665,38.6855163892353,327.218029864284,490.046340033523
"M74",26,0.5,38.8,9,38.8,0.8,11.1,0.3,0.6,84.5569079366639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M75",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M76",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M77",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M78",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M79",34,0.6,39.8,4,49,1.6,4,0.5,0.4,74.6734014005139,1929.12657121591,1248.33118205206,3177.45775326797,1.54536440245346,0.607128944273714,0.392871055726286,135.213478979151,358.372137614359,1741.91679864557,3671.04336986148
"M8",28,0.2,31,6.7,52.7,1.4,7.2,0.4,0.4,NA,536.986878229379,497.04413823511,1034.03101646449,1.08036054933893,0.519314091820398,0.480685908179602,103.478762784318,119.617528938805,720.140429958233,1257.12730818761
"M80",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M81",20,1.2,44,4.4,38.2,1.3,10.4,0.2,0.3,87.8111587809456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M82",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M83",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M84",32,0.2,28.5,6,56,1,7.5,0.3,0.4,76.1496210179386,622.245199866845,822.336869888686,1444.58206975553,0.756679193954996,0.430744097475991,0.569255902524009,79.5812396522087,115.475061782774,1017.39317132367,1639.63837119051
"M85",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M86",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M87",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M88",21,0.3,28.9,5.7,52.7,0.5,11,0.4,0.4,82.7409480312505,272.143319980238,302.385781266355,574.529101246593,0.899987158260335,0.473680653233667,0.526319346766333,74.5540231272868,77.9601133720899,454.899917765732,727.04323774597
"M89",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M9",32,0.7,33,8.8,48.6,1.1,7.1,0.3,0.4,NA,545.529323993672,359.60721366356,905.136537657232,1.51701440701369,0.602703902999726,0.397296097000274,62.0393881637833,81.5607191018317,503.207320929175,1048.73664492285
"M90",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M91",31,0.7,41,4.6,45.2,1.5,6.3,0.3,0.4,72.6898714266712,442.434524759932,970.277428614706,1412.71195337464,0.455987650245156,0.313180987605477,0.686819012394523,105.417192200705,172.774124694192,1248.4687455096,1690.90327026953
"M92",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M93",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M94",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M95",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M96",25,0.4,35.6,6.3,47.3,0.9,8.5,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M97",21,0.3,33.3,7.1,49.7,1,7.7,0.3,0.5,78.8741519485254,219.129541813535,128.639326160116,347.768867973651,1.70344130643834,0.630101087225949,0.369898912774051,34.6830448772334,42.8902824612627,206.212653498612,425.342195312147
"M98",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M99",29,1.3,47.8,3.6,35,1.3,10.2,0.3,0.4,81.2419632163778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
